Q8TF40	Other	0
Q1ENB6	Other	0
P36001	Other	0
P55317	Other	0
P35583	Other	0
Q9PSY4	Other	0
P55316	Other	0
F4K2A1	Other	0
B0YLW8	Other	0
Q9SZL8	Other	0
O82533	Other	0
Q99PF5	Other	0
Q91904	Other	0
Q9URU9	Other	0
P53913	Other	0
O60318	Other	0
Q7Z7B0	Other	0
Q6P8X9	Other	0
P53233	Other	0
Q06787	Other	0
Q8W493	Other	0
Q12676	Other	0
P21525	Other	0
O00358	Other	0
Q9C0B1	Other	0
P02835	Other	0
Q9FV81	Other	0
P49027	Other	0
O42248	Other	0
Q09312	Other	0
Q945P0	Other	0
Q5HY92	Other	0
Q8NFG4	Other	0
Q9LGE3	Other	0
F4IMQ0	Other	0
Q3E7I5	Other	0
Q6NQJ7	Other	0
Q5TBA9	Other	0
O95073	Other	0
Q05015	Other	0
Q75W17	Other	0
Q9H469	Other	0
Q6P050	Other	0
Q9UTG6	Other	0
Q9CZS3	Other	0
Q9I9E1	Other	0
Q14331	Other	0
P42685	Other	0
Q9UTI1	Other	0
Q8N1E6	Other	0
P04406	Other	0
Q06179	Other	0
P32785	Other	0
A2RVV7	Other	0
O04862	Other	0
Q70KY4	Other	0
Q9P7X3	Other	0
Q86XJ1	Other	0
P24522	Other	0
Q6YWF1	Other	0
Q8LK61	Other	0
P14234	Other	0
O89106	Other	0
Q9WTX7	Other	0
Q2V2M9	Other	0
Q9LT47	Other	0
O74191	Other	0
Q96330	Other	0
Q8LPQ9	Other	0
Q6GLS8	Other	0
Q03002	Other	0
P08417	Other	0
O14276	Other	0
P58012	Other	0
Q8K3Q3	Other	0
Q9R1E0	Other	0
Q95V55	Other	0
Q07540	Other	0
P97376	Other	0
Q5SYB0	Other	0
Q9M8J3	Other	0
D3ZXW3	Other	0
P38777	Other	0
Q9DEN4	Other	0
Q9CZV8	Other	0
P51114	Other	0
Q9UQC2	Other	0
P17649	Other	0
Q9QVC8	Other	0
Q15007	Other	0
P53889	Other	0
P36141	Other	0
Q9P278	Other	0
P55318	Other	0
Q9Y261	Other	0
O16850	Other	0
F4J2K2	Other	0
Q96NE9	Other	0
P36088	Other	0
Q3EBQ3	Other	0
Q9ZVC9	Other	0
Q9S793	Other	0
Q92945	Other	0
Q9PRJ8	Other	0
Q32M02	Other	0
O36024	Other	0
P40099	Other	0
Q8BGW1	Other	0
Q12247	Other	0
Q8GVZ6	Other	0
P83780	Other	0
Q9FWR5	Other	0
P15442	Other	0
Q96RT7	Other	0
O46567	Other	0
Q9SY66	Other	0
Q5UBY2	Other	0
Q8N4E7	Other	0
P35637	Other	0
O74972	Other	0
Q7L622	Other	0
Q9FX54	Other	0
O59812	Other	0
Q04739	Other	0
Q8WUU5	Other	0
Q84P53	Other	0
Q8SY33	Other	0
P62879	Other	0
Q5GIS3	Other	0
P30793	Other	0
H2L099	Other	0
Q8LSN3	Other	0
P42776	Other	0
Q9HDV9	Other	0
O80988	Other	0
Q9VRJ0	Other	0
P30047	Other	0
Q9LR30	Other	0
P40208	Other	0
P38783	Other	0
O13837	Other	0
Q5JY77	Other	0
Q9LRH6	Other	0
P43694	Other	0
Q94CE5	Other	0
Q10282	Other	0
P42775	Other	0
Q9SMN1	Other	0
P16068	Other	0
P39958	Other	0
P39993	Other	0
Q09733	Other	0
Q9VVX0	Other	0
P55163	Other	0
Q9P7R5	Other	0
Q9M0A7	Other	0
P27469	Other	0
Q92908	Other	0
A6NHX0	Other	0
Q84P54	Other	0
P97265	Other	0
Q9H227	Other	0
P42777	Other	0
Q94AU7	Other	0
Q27403	Other	0
P33892	Other	0
Q94B78	Other	0
Q9C104	Other	0
P52566	Other	0
Q03555	Other	0
Q8GWW8	Other	0
O70237	Other	0
Q8RWE8	Other	0
Q9LQT8	Other	0
P11862	Other	0
Q9ZPQ3	Other	0
Q8WXD5	Other	0
P34802	Other	0
Q9STX3	Other	0
Q641A1	Other	0
Q6DFA8	Other	0
P34689	Other	0
Q8K1M4	Other	0
P00359	Other	0
Q9M350	Other	0
Q7XJ96	Other	0
Q9H0R6	Other	0
Q8WTX7	Other	0
Q84P52	Other	0
P35573	Other	0
Q9USN5	Other	0
Q99PT1	Other	0
Q32NR9	Other	0
Q9SSQ4	Other	0
P40492	Other	0
Q9C6B3	Other	0
Q09785	Other	0
Q9TU03	Other	0
A4FVR1	Other	0
Q9Y2X7	Other	0
P27900	Other	0
O13702	Other	0
Q93YV0	Other	0
Q7L5D6	Other	0
Q5VTD9	Other	0
O22043	Other	0
O59703	Other	0
Q9NWU2	Other	0
Q12418	Other	0
P30627	Other	0
P91420	Other	0
Q12315	Other	0
Q61602	Other	0
O22287	Other	0
Q9FMV1	Other	0
P16383	Other	0
Q9SGA2	Other	0
Q8IS21	Other	0
D3YN49	Other	0
Q6L545	Other	0
Q6XP49	Other	0
Q9ZST4	Other	0
P39732	Other	0
P48727	Other	0
Q9VD44	Other	0
G5EFL0	Other	0
Q0WPZ7	Other	0
O94652	Other	0
P32288	Other	0
Q10CE4	Other	0
Q96IJ6	Other	0
P25157	Other	0
P29348	Other	0
Q03557	Other	0
O75879	Other	0
P53260	Other	0
P36408	Other	0
O24456	Other	0
Q12125	Other	0
Q04839	Other	0
Q9N658	Other	0
Q03833	Other	0
O35826	Other	0
Q9VYS4	Other	0
O17087	Other	0
D2WL32	Other	0
P08151	Other	0
Q59W62	Other	0
Q6PBM1	Other	0
Q9HDW8	Other	0
Q2QPW1	Other	0
Q99JY3	Other	0
Q04233	Other	0
Q2KIR7	Other	0
O13426	Other	0
Q94JQ3	Other	0
G5EEN4	Other	0
P06537	Other	0
Q9LQL0	Other	0
Q9Y7U3	Other	0
P53849	Other	0
Q9FFH0	Other	0
P39726	Other	0
Q8GY54	Other	0
Q95UQ1	Other	0
Q5ZR76	Other	0
Q9NWZ8	Other	0
Q9M0A5	Other	0
P25569	Other	0
Q59VM7	Other	0
Q02784	Other	0
Q9C102	Other	0
Q12393	Other	0
Q8VZS6	Other	0
Q9FN69	Other	0
Q95ZK7	Other	0
Q53GS7	Other	0
Q9LRR9	Other	0
Q9LRS0	Other	0
B7ZFT1	Other	0
Q9DB00	Other	0
P46984	Other	0
Q8SR40	Other	0
P47122	Other	0
Q08726	Other	0
P81274	Other	0
Q9NW75	Other	0
O75791	Other	0
Q14449	Other	0
Q9ZR12	Other	0
Q9BQ67	Other	0
Q9Z1B2	Other	0
P30713	Other	0
